AD	AD100	Canillo	Canillo	02					42.5833	1.6667	6
AR	5251	LOMITAS (SANTO DOMINGO, OJO DE AGUA, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LAS ROSAS	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LAS PARVAS	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LAS LOMITAS (LOMITAS BLANCAS, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LAS LOMAS (CHACRAS, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	CORRALITO	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	EL ABRA (CAJON, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	WIÑANO	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	SURI POZO (DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	EL CACHI	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	EL BAJO (CHACRAS, DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	AGUA TURBIA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LAS FLORES (SOL DE JULIO-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LAS COLONIAS (VILLA QUEBRACHOS-DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LAS CIENAGAS	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA PINTADA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA ISLA (DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA FLORIDA (CAJON-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA ESPERANZA (CAJON-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA CUESTA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA CHILCA (SANTO DOMINGO-OJO DE AGUA-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA CAPILLA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA CALERA (CHACRAS-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA ARGENTINA (CAJON, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA AGUADITA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	AHI VEREMOS (SANTO DOMINGO, OJO DE AGUA, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	ALGARROBO	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	ALPAPUCA (SANTO DOMINGO, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	AMIMAN	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	ANCOCHE	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	BAJO LAS PIEDRAS	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	LA ABRA (CAJON, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	JACIMAMPA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	ISLA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	HORCOS TUCUCUNA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	HILUMAMPA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	GUARDIA DEL ESQUINA	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	GRAMILLAL	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	GIBIALTO	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5251	EL RETIRO (AMIMAN, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1229	-63.8271	3
AR	5253	PALOMAR (SUMAMPA, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	SAN LORENZO (SUMAMPA, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	SAN JAVIER (RIO VIEJO, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	CASA DE DIOS	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	COSTA VIEJA	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	LAS FLORES (SUMAMPA-DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	ARBOL SOLO (DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	BELGRANO (DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	BUENA VISTA (SUMAMPA-DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	PUNUITA NORTE	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	MEDANOS	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	LA COLINA	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	POZO VERDE (BELGRANO, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	POZO DEL CHAÑAR (SAN CARLOS, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	PUNUITA SUD	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	SAN CARLOS (DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	SAN FRANCISCO (DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	SAN MARTIN (RIO VIEJO, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	LAS TALAS	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	PAJARO BLANCO	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	EL BAJO (SUMAMPA-DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	EL MOLLE	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	LA PORFIA	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	LA CLEMIRA	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	SAN MATEO	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	SIEMPRE VERDE	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	TACO PALTA	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	TRONCO QUEMADO	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	LA BELLA CRIOLLA	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	KANTI TACKO (SUMAMPA, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	EL VEINTICINCO (RIO VIEJO, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	TENTI TACO	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	EL PALOMAR (SUMAMPA, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	LOS PAREDONES	Santiago Del Estero	G					-29.3556	-63.35	3
AR	5253	RIO VIEJO	Santiago Del Estero	G					-29.3	-63.2667	4
AR	5253	CAÑITAS	Santiago Del Estero	G					-29.4	-63.3167	4
AR	5253	SUMAMPA	Santiago Del Estero	G					-29.3667	-63.4667	4
AR	5255	SOL DE JULIO	Santiago Del Estero	G					-29.55	-63.45	4
AR	5255	LA SELVA	Santiago Del Estero	G					-29.4667	-63.45	4
AR	5255	BAEZ	Santiago Del Estero	G					-29.5333	-63.5333	4
AR	5255	LAS CAÑAS	Santiago Del Estero	G					-29.4833	-63.25	4
AR	5255	LAS ISLAS	Santiago Del Estero	G					-29.5833	-63.1167	4
AR	5255	CUCHI CORRAL	Santiago Del Estero	G					-29.5333	-63.2333	4
AR	5255	EL BORDITO	Santiago Del Estero	G					-29.6333	-63.3667	4
AR	5255	CORONEL FERNANDEZ	Santiago Del Estero	G					-29.5333	-63.2333	4
AR	5255	EL AGUILA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	CORRAL DEL REY	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	CORRAL DE CARCOS	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SAN RAMON (CNEL.FERNANDEZ, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA SOLEDAD (CNEL.FERNANDEZ, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	CAMPO RICO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	CAMPO DEL CISNE (SOL DE JULIO, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	BUENA ESPERANZA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	AMOLADERAS	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	PUESTO DEL MEDIO (BAEZ, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	PUNTA DEL AGUA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	QUENTI TACO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	REY VIEJO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SAN ANDRES (CNEL. FERNANDEZ, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	9 DE JULIO (KILOMETRO 301,FCGM,SOL DE JULIO,DP.OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SAN FRANCISCO (CNEL.FERNANDEZ, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SAN ISIDRO (SOL DE JULIO, DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SAN JORGE (CNEL. FERNANDEZ, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SAN PEDRO (BAEZ-DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA TRAMPA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA TUSCA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LIMACHE	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LOS CRUCES	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LOS MOLLES (CNEL. FERNANDEZ, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LOS REMANSOS	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	MANCHIN (BAEZ, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	MILAGRO (SOL DE JULIO, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	MIRAMONTE	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	MISTOL LOMA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	MONTE VERDE (BAEZ, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LAS LOMITAS (BAEZ, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LAS CRUCES	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA PAMPA (BAEZ-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA PALMA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	PIEDRA BLANCA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	POZO DEL ALGARROBO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL ARBOL DE PIEDRA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL ALGARROBO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	COLONIA MERCEDES	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	POZO DEL GARABATO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LAGUNITAS	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LAGUNA DEL SUNCHO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA GRANADA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	KILOMETRO 301 9 DE JULIO (DESVIO PARTICULAR FCGM)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL VIÑALITO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL UNCO	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL ARBOLITO (CNEL. FERNANDEZ, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL RETIRO (SOL DE JULIO, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL PUESTO (CNEL. FERNANDEZ, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL PORVENIR (CNEL.FERNANDEZ, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL PILAR	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL PARAISO (DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL FUERTE	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LOS ARBOLITOS	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	CHAÑARES ALTOS	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	CHILCA (SOL DE JULIO, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SAN RAMON (SOL DE JULIO-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	SANTA ELENA (CNEL. FERNANDEZ, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	TACO POZO (DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	PRIMAVERA (CNEL. FERNANDEZ, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	PROGRESO DE JUME	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL DIAMANTE (SOL DE JULIO, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL CARMEN (SOL DE JULIO, DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	EL AYUDANTE	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	PUESTO DE ARRIBA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA CHILCA (BAEZ-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5255	LA GRANA	Santiago Del Estero	G					-29.5396	-63.3292	3
AR	5257	RETIRO (RAMIREZ DE VELAZCO-DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	RUMI JACO	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	SAN NICOLAS (PASO DE OSCARES, DPTO.SALAVINA)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	SANTA BRIGIDA	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	SANTA MARIA (RAMIREZ DE VELAZCO, DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	PORTALIS	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	CARDAJAL	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	PUESTO DEL MEDIO (RAMIREZ DE VELAZCO, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	POLVAREDAS (RAMIREZ DE VELAZCO, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	PALO A PIQUE	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	MANCHIN (RAMIREZ DE VELAZCO, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	LOS CAÑOS	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	LA PUERTA DEL MONTE	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	RAMADITA (RAMIREZ DE VELAZCO, DPTO. QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	INGENIERO CARLOS CHRISTIEMSON	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	SANTA ROSA (RAMIREZ DE VELAZCO-DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	CHAÑAR POZO (RAMIREZ DE VELAZCO, DPTO.SALAVINA)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	LA PROTEGIDA	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	RAMA PASO	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	LA PAMPA (RAMIREZ DE VELAZCO-DPTO.QUEBRACHOS)	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	LA GRITERIA	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	LA GRINGA	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	LA GOLONDRINA	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	RAMI YACU	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	REMANSOS	Santiago Del Estero	G					-29.2119	-63.3762	3
AR	5257	PUERTA DEL MONTE	Santiago Del Estero	G					-29.25	-63.3333	4
AR	5257	EL PUEBLITO	Santiago Del Estero	G					-29.15	-63.5667	4
AR	5257	ORATORIO	Santiago Del Estero	G					-29.15	-63.3667	4
AR	5257	RAMIREZ DE VELAZCO	Santiago Del Estero	G					-29.2333	-63.4667	4
AR	5257	PASO DE OSCARES	Santiago Del Estero	G					-29.2667	-63.2167	4
AR	5257	POZO DEL MONTE	Santiago Del Estero	G					-29.2333	-63.45	4
AR	5257	NAVARRO	Santiago Del Estero	G					-29.2	-63.2333	4
AR	5258	CERRITO	Santiago Del Estero	G					-29.1333	-63.9667	4
AR	5258	SAN FRANCISCO (PIEDRA BLANCA, DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1333	-63.9667	3
AR	5258	KILOMETRO 49	Santiago Del Estero	G					-29.1333	-63.9667	3
AR	5258	NEGRA MUERTA (DPTO. OJO DE AGUA)	Santiago Del Estero	G					-29.1333	-63.9667	3
AR	5258	SAN IGNACIO (PIEDRA BLANCA, DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1333	-63.9667	3
AR	5258	SAN JAVIER (KILOMETRO 49, DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1333	-63.9667	3
AR	5258	SAN JUAN (PIEDRA BLANCA, DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1333	-63.9667	3
AR	5258	SAN PEDRO (KILOMETRO 49-DPTO.OJO DE AGUA)	Santiago Del Estero	G					-29.1333	-63.9667	3
AR	5260	EL CHAÑAR (RECREO,DPTO. CHOYA)	Santiago Del Estero	G					-29.225	-65.1333	3
AR	5260	VEINTICINCO DE MAYO DE BARNEGAS	Santiago Del Estero	G					-29.225	-65.1333	3
AR	5266	PARANA (QUIROS, DPTO. CHOYA)	Santiago Del Estero	G					-28.7833	-65.1167	3
AR	5714	LA FIRMEZA	Santiago Del Estero	G					-32.2351	-66.0825	1
AR	3500	BARRIO TOBA	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO VILLA ALVEAR	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO VILLA CENTENARIO	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO VILLA DON ENRIQUE	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO VILLA ELBA (LOTE RURAL 173)	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO VILLA PALERMO	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO VILLA SAN JUAN	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO VILLA SAN MARTIN	Chaco	H					-27.45	-58.9833	3
AR	3500	LA COLONIA	Chaco	H					-27.45	-58.9833	3
AR	3500	TROPEZON	Chaco	H					-27.45	-58.9833	3
AR	3500	VILLA ALTA	Chaco	H					-27.45	-58.9833	3
AR	3500	VILLA BARBERAN	Chaco	H					-27.45	-58.9833	3
AR	3500	VILLA BARRIO CENTENARIO	Chaco	H					-27.45	-58.9833	3
AR	3500	VILLA DON ENRIQUE	Chaco	H					-27.45	-58.9833	3
AR	3500	VILLA ELDORADO	Chaco	H					-27.45	-58.9833	3
AR	3500	VILLA JUAN DE GARAY	Chaco	H					-27.45	-58.9833	3
AR	3500	TIGRE	Chaco	H					-27.45	-58.9833	3
AR	3500	VILLA LIBERTAD	Chaco	H					-27.45	-58.9833	3
AR	3500	BARRIO LA CAPILLA	Chaco	H					-27.45	-58.9833	3
AR	3500	RESISTENCIA	Chaco	H					-27.45	-58.9833	4
AR	3501	EL PALMAR (RESISTENCIA, SUC. Nº1 PDO. SAN FERNANDO)	Chaco	H					-27.1357	-59.1119	1
AR	3501	CAMPO DE GALNASI	Chaco	H					-27.1357	-59.1119	1
AR	3501	LA LIGURIA	Chaco	H					-27.1357	-59.1119	1
AR	3503	VILLA FORESTACION	Chaco	H					-27.5	-58.9333	3
AR	3503	BARRIO LA TOMA	Chaco	H					-27.5	-58.9333	3
AR	3503	LA ISLA	Chaco	H					-27.5	-58.9333	3
AR	3503	LA TOMA	Chaco	H					-27.5	-58.9333	3
AR	3503	TOMA DE AGUAS CORRIENTES	Chaco	H					-27.5	-58.9333	3
AR	3503	VILLA FLORIDA	Chaco	H					-27.5	-58.9333	3
AR	3503	BARRANQUERAS	Chaco	H					-27.4833	-58.9333	4
AR	3503	PUERTO VILELAS	Chaco	H					-27.5167	-58.9333	4
AR	3505	MARGARITA BELEN	Chaco	H					-27.2667	-58.9667	4
AR	3505	PUERTO TIROL	Chaco	H					-27.3833	-59.0833	4
AR	3505	COLONIA BARANDA	Chaco	H					-27.5667	-59.3	4
AR	3505	COLONIA POPULAR	Chaco	H					-27.2833	-59.15	4
AR	3505	COLONIA BENITEZ	Chaco	H					-27.3333	-58.9333	4
AR	3505	PUENTE INE	Chaco	H					-27.3667	-59.0867	3
AR	3505	TRES HORQUETAS (COLONIA BENITEZ, PDO. 1º DE MAYO)	Chaco	H					-27.3667	-59.0867	3
AR	3505	PUENTE PALOMETA	Chaco	H					-27.3667	-59.0867	3
AR	3505	PUERTO ANTEQUERA	Chaco	H					-27.3667	-59.0867	3
AR	3505	PUERTO BASTIANI	Chaco	H					-27.3667	-59.0867	3
AR	3505	PUNTA NUEVA	Chaco	H					-27.3667	-59.0867	3
AR	3505	PUNTA DE RIELES	Chaco	H					-27.3667	-59.0867	3
AR	3505	LA PALOMETA	Chaco	H					-27.3667	-59.0867	3
AR	3505	PILAR	Chaco	H					-27.3667	-59.0867	3
AR	3505	LA PILAR	Chaco	H					-27.3667	-59.0867	3
AR	3505	VILLA JALON	Chaco	H					-27.3667	-59.0867	3
AR	3505	ISLA DEL CERRITO	Chaco	H					-27.3667	-59.0867	3
AR	3505	ISLA ANTEQUERA	Chaco	H					-27.3667	-59.0867	3
AR	3505	MARIA SARA	Chaco	H					-27.3667	-59.0867	3
AR	3505	ARROYO QUINTANA	Chaco	H					-27.3667	-59.0867	3
AR	3505	COLONIA EL PILAR	Chaco	H					-27.3667	-59.0867	3
AR	3505	LA GANADERA	Chaco	H					-27.3667	-59.0867	3
AR	3505	CORONEL AVALOS	Chaco	H					-27.3667	-59.0867	3
AR	3505	EL TRAGADERO	Chaco	H					-27.3667	-59.0867	3
AR	3505	LA EVANGELICA	Chaco	H					-27.3667	-59.0867	3
AR	3505	LAGUNA BELIGAY	Chaco	H					-27.3667	-59.0867	3
AR	3506	LOS ALGARROBOS	Chaco	H					-27.7	-59.1167	4
AR	3507	PAMPA ALMIRON	Chaco	H					-26.7	-59.1333	4
AR	3507	SELVAS DEL RIO DE ORO	Chaco	H					-26.8	-58.9667	4
AR	3508	KILOMETRO 39 (EMBARACADERO FCGB)	Chaco	H					-27.1357	-59.1119	1
AR	3509	KILOMETRO 48 (EMBARCADERO FCGB)	Chaco	H					-26.4722	-59.3556	3
AR	3509	KILOMETRO 42 (EMBARCADERO FCGB)	Chaco	H					-26.4722	-59.3556	3
AR	3509	VENEZUELA	Chaco	H					-26.4722	-59.3556	3
AR	3509	BARRIO RUTA 90	Chaco	H					-26.4722	-59.3556	3
AR	3509	CAMPO EL BERMEJO	Chaco	H					-26.4722	-59.3556	3
AR	3509	CAMPO WINTER	Chaco	H					-26.4722	-59.3556	3
AR	3509	COLONIA SIETE ARBOLES	Chaco	H					-26.4722	-59.3556	3
AR	3509	KILOMETRO 59 (EMBARCADERO FCGB)	Chaco	H					-26.4722	-59.3556	3
AR	3509	GENERAL JOSE DE SAN MARTIN	Chaco	H					-26.55	-59.35	4
AR	3509	EL ZAPALLAR	Chaco	H					-26.55	-59.35	4
AR	3509	PUERTO ZAPALLAR	Chaco	H					-26.3167	-59.3667	4
AR	3511	PRESIDENCIA ROCA	Chaco	H					-26.1333	-59.6	4
AR	3511	COLONIA RODRIGUEZ PEÑA	Chaco	H					-26.1333	-59.6	3
AR	3511	COLONIA CNEL. DORREGO	Chaco	H					-26.1333	-59.6	3
AR	3511	LOS POZOS	Chaco	H					-26.1333	-59.6	3
AR	3513	KILOMETRO 519 (APEADERO FCGB)	Chaco	H					-27.619	-59.681	3
AR	3513	ESTERO REDONDO	Chaco	H					-27.619	-59.681	3
AR	3513	ESTANCIA EL SABALO	Chaco	H					-27.619	-59.681	3
AR	3513	EL TUPI	Chaco	H					-27.619	-59.681	3
AR	3513	COLONIA LUCINDA	Chaco	H					-27.619	-59.681	3
AR	3513	COLONIA CODUTTI	Chaco	H					-27.619	-59.681	3
AR	3513	ARBOL SOLO	Chaco	H					-27.619	-59.681	3
AR	3513	KILOMETRO 443 (EMBARCADRERO FCGB)	Chaco	H					-27.619	-59.681	3
AR	3513	LA CHOZA	Chaco	H					-27.619	-59.681	3
AR	3513	LA LUCINDA	Chaco	H					-27.619	-59.681	3
AR	3513	LA NEGRA	Chaco	H					-27.619	-59.681	3
AR	3513	LA RAQUEL	Chaco	H					-27.619	-59.681	3
AR	3513	LAS TOSCAS	Chaco	H					-27.619	-59.681	3
AR	3513	KILOMETRO 501 (APEADERO FCGB)	Chaco	H					-27.619	-59.681	3
AR	3513	LOTE 15 (LA SABANA, PDO. TAPENAGA)	Chaco	H					-27.619	-59.681	3
AR	3513	LOTE 23 (CHARADAI, PDO. TAPENAGA)	Chaco	H					-27.619	-59.681	3
AR	3513	LOTE 9	Chaco	H					-27.619	-59.681	3
AR	3513	MACOMITAS	Chaco	H					-27.619	-59.681	3
AR	3513	OBRAJE LA VICUÑA	Chaco	H					-27.619	-59.681	3
